literature_review,abstract,title,references
0,,Vicious and virtuous cycles in ERP implementation - a case study of interrelations between critical success factors,"['10.1201/1078/43188.16.2.19990301/31182.14', '10.1201/1078/43197.16.3.19990601/31310.2', '10.1145/32206.315753', '10.1108/01443579110136221', '10.1057/palgrave.ejis.3000337', '10.1057/palgrave.ejis.3000315', '10.5465/amr.1989.4308385', '10.1109/52.765784', '10.1109/52.765782', '10.1057/palgrave.ejis.3000369', '10.1287/orsc.1.1.1', '10.2307/249647', '10.2307/249437', '10.2307/249382', '10.1108/01443579810225504', '10.1109/hicss.2001.927129', '10.1002/sdr.4260090203', '10.1080/07421222.1994.11518046', '10.1145/332051.332065', '10.1287/mnsc.27.4.459']"
0,,The role of boundaries in knowledge processes,"['10.1016/0024-6301(93)90063-l', '10.1002/(sici)1099-1743(199709/10)14:5<303::aid-sres161>3.0.co;2-a', '10.2307/41165943', '10.1016/s0963-8687(98)00027-4', '10.1016/s0963-8687(00)00044-5', '10.5465/amr.1998.533225', '10.1207/s15327000em0204_04', '10.1287/orsc.2.1.40', '10.1287/orsc.10.4.381', '10.2307/2667105', '10.1002/smj.4250050207', '10.1002/smj.4250140303', '10.1002/smj.4250130702', '10.1002/smj.4250120908', '10.1002/smj.163', '10.1002/(sici)1097-0266(200003)21:3<217::aid-smj95>3.0.co;2-y', '10.1002/(sici)1097-0266(200006)21:6<649::aid-smj108>3.0.co;2-u', '10.1002/smj.187', '10.1002/(sici)1097-0266(199708)18:7<509::aid-smj882>3.0.co;2-z', '10.1002/smj.156']"
0,,'Datafication' - making sense of (big) data in a complex world,"['10.5465/amj.2005.15993111', '10.1109/mc.2009.94', '10.1509/jmkg.68.1.1.24036', '10.1177/0018726708094858', '10.1080/07421222.1999.11518258', '10.2307/41703503', '10.1016/j.jretai.2006.10.002', '10.1093/acprof:oso/9780195173321.001.0001', '10.1109/mis.2006.100']"
0,,Embracing diversity through mixed methods research,"['10.1016/s0305-0483(99)00042-0', '10.1111/j.1365-2575.2006.00206.x', '10.1057/ejis.2012.38', '10.1057/ejis.2010.56', '10.1057/ejis.2010.22', '10.1057/ejis.2008.44', '10.3102/0013189x017008010', '10.3102/0013189x033007014', '10.1057/palgrave.ejis.3000607', '10.2307/25148845', '10.2307/25148625', '10.25300/misq/2013/37.1.02', '10.17705/1jais.00234', '10.1287/isre.12.3.240.9709', '10.1057/palgrave.jit.2000055', '10.1080/13645570500402447', '10.1111/j.1468-4446.2012.01428.x']"
0,,Empirical investigation of the usefulness of Gateway constructs in process models,"['10.1201/1078.10580530/46108.23.3.20060601/93706.5', '10.1016/j.dss.2011.12.013', '10.1016/j.dss.2010.12.013', '10.1023/a:1022883727209', '10.4018/jdm.1995070102', '10.4018/jdm.2004010103', '10.4018/jdm.2010070101', '10.1093/comjnl/bxl074', '10.1007/978-3-642-25160-3_4', '10.1007/978-3-540-89224-3', '10.1016/j.infsof.2009.08.004', '10.1016/0010-0285(80)90005-5', '10.1016/j.ijhcs.2003.12.019', '10.1016/j.ijhcs.2004.01.003', '10.3758/bf03193146', '10.1006/ijhc.1999.0358', '10.1109/47.59083', '10.1057/ejis.2010.5', '10.1080/014492997119707', '10.1016/j.dss.2008.10.002', '10.1109/38.946634', '10.1007/978-3-642-57108-4', '10.2307/25148856', '10.1080/01621459.1985.10478147', '10.1016/j.is.2011.03.003', '10.1016/j.is.2009.03.009', '10.1016/j.is.2004.02.002', '10.1109/tse.2009.67', '10.1016/0020-7373(89)90001-1', '10.17705/1jais.00268', '10.17705/1jais.00201', '10.17705/1jais.00179', '10.17705/1jais.00193', '10.1111/j.1551-6708.1987.tb00863.x', '10.1006/ceps.1993.1016', '10.1016/j.datak.2007.04.008', '10.1287/isre.12.4.384.9702', '10.1016/j.datak.2005.07.007', '10.1016/j.datak.2005.02.005', '10.1016/j.datak.2004.12.009', '10.1142/s0218126698000043', '10.1207/s1532690xci0804_2', '10.1109/tsmca.2010.2087017', '10.1207/s15327051hci1401&2_6', '10.1016/j.jss.2012.01.017', '10.1037/0022-3514.86.1.162', '10.1037/h0043158', '10.1002/0471741442', '10.1145/203241.203251', '10.1016/s0020-0190(99)00074-5', '10.1007/s00236-002-0105-4', '10.1037/0022-0663.88.1.49', '10.1007/s00766-004-0204-6']"
0,,"Grounded theory method in information systems research - its nature, diversity and opportunities","['10.5465/amj.2006.22083020', '10.4135/9781412986144', '10.1111/j.1540-5915.2008.00202.x', '10.1108/17465640710778502', '10.5465/amr.1989.4308385', '10.2307/25750699', '10.2307/30036537', '10.2307/249774', '10.1017/cbo9780511557842', '10.2501/s0021849906060338', '10.1108/17415650810908258']"
0,,Why the first provider takes it all - the consequences of a low trust culture on pricing and ratings in online sourcing markets,"['10.1287/mksc.10.2.172', '10.1287/mnsc.49.11.1504.20587', '10.1207/s15327744joce1401_4', '10.1017/cbo9780511541193', '10.2307/1252265', '10.1016/j.jsis.2011.04.002', '10.1016/j.jsis.2011.04.003', '10.2979/esj.2004.3.2.35', '10.5465/amr.1995.9508080335', '10.1080/10864415.2001.11044235', '10.2307/3150586', '10.2307/3151103', '10.1086/209137', '10.1016/j.dss.2006.05.007', '10.2307/256729', '10.1057/jit.2010.21', '10.2307/25148843', '10.2307/25148855', '10.2307/20650313', '10.2307/25148844', '10.2307/30036519', '10.2307/4132332', '10.1016/j.csl.2005.06.002', '10.1287/isre.1060.0106', '10.1287/isre.1050.0065', '10.1287/isre.1040.0015', '10.1016/s0022-4359(03)00010-1', '10.1080/0268396032000130214', '10.1093/oxfordjournals.pan.a004868', '10.1287/mnsc.32.12.1562', '10.4324/9780203018460', '10.1002/smj.433', '10.1093/jleo/ewh030', '10.1145/293411.293485', '10.1287/mnsc.49.10.1407.17308']"
0,,Exploring the impact of operating model choice on the governance of inter-organizational workflow - the U.S. e-prescribing network,"['10.1080/19416520802211651', '10.4324/9780203849156', '10.2307/1252252', '10.1136/bmj.38636.593461.68', '10.1007/s11606-006-0093-0', '10.1111/j.1525-1497.2006.00402.x', '10.1016/s0378-7206(01)00095-7', '10.1345/aph.1l502', '10.1111/j.1540-5915.2007.00165.x', '10.1080/10196780500302849', '10.1111/j.1467-9299.2009.01775.x', '10.1016/s0956-5221(97)00020-1', '10.1177/0149206307302554', '10.4018/jhisi.2006100104', '10.4135/9781412985017', '10.1080/19416520903047533', '10.1023/a:1008781619011', '10.1001/archinte.165.6.633', '10.1097/00000441-200601000-00007', '10.1111/j.1468-2958.2009.01357.x', '10.2979/esj.2007.5.3.15', '10.4018/978-1-59140-318-0.ch007', '10.1145/174666.174668', '10.1097/00005650-198101000-00010', '10.1111/j.1468-0009.2009.00578.x', '10.1177/1056492609337493', '10.1001/archfami.9.10.1002', '10.1057/ejis.2010.71', '10.1057/ejis.2010.13', '10.1057/ejis.1995.9', '10.1057/ejis.2008.14', '10.1057/palgrave.ejis.3000653', '10.1177/0193945902250029', '10.1377/hlthaff.28.2.393', '10.1377/hlthaff.27.1.14', '10.1007/978-3-642-22056-2_54', '10.1197/jamia.m2419', '10.1197/jamia.m2377', '10.1197/jamia.m2041', '10.1197/jamia.m2008', '10.1197/jamia.m1887', '10.1197/jamia.m1822', '10.1197/jamia.m1759', '10.1197/jamia.m1374', '10.1007/s10606-010-9129-4', '10.1111/j.1365-2753.2011.01657.x', '10.1097/00005650-200208000-00006', '10.1377/hlthaff.w4.325', '10.1080/03637751.2010.523605', '10.4321/s1886-36552008000200001', '10.1007/978-3-540-78942-0_36', '10.1177/014920630002600302', '10.1287/orsc.8.2.157', '10.1287/orsc.1050.0130', '10.1016/j.techfore.2005.05.010', '10.2307/249657', '10.4018/978-1-59140-140-7.ch002', '10.1147/sj.382.0472', '10.1287/isre.6.1.3', '10.1147/sj.471.0053', '10.1111/j.1532-5415.2006.01011.x', '10.1504/ijode.2011.041161', '10.18553/jmcp.2007.13.8.677', '10.18553/jmcp.2005.11.5.410', '10.18553/jmcp.2008.14.8.780', '10.18553/jmcp.2005.11.4.s7', '10.18553/jmcp.2003.9.1.36', '10.1080/07421222.2002.11045713', '10.1057/jgm.2008.7', '10.1093/jopart/mum015', '10.1177/1062860604273775', '10.1108/02635570510592352', '10.3122/jabfm.19.1.24', '10.2165/00003495-200464160-00005', '10.1016/j.ajem.2004.10.015', '10.1057/palgrave.jit.2000088', '10.1146/annurev.an.13.100184.002431', '10.1093/ajhp/60.13.1468', '10.1111/j.1467-6486.2004.00424.x', '10.1145/506760.506765', '10.1007/978-3-7908-2058-4_5', '10.1016/j.socscimed.2006.08.041', '10.1177/1077558706288845', '10.1370/afm.1261', '10.1002/nur.20278', '10.1002/smj.4250160504', '10.1177/00027649921955326', '10.1007/978-1-4302-3645-0', '10.1016/j.pec.2008.02.019', '10.1145/130994.130998', '10.1007/s00766-009-0081-0', '10.1111/j.1475-6773.2009.01063.x']"
0,,The pursuit of trust in ad hoc virtual teams - how much electronic portrayal is too much?,"['10.2307/256377', '10.1177/009365001028001004', '10.1177/146144804044331', '10.1145/105783.105793', '10.1177/009365096023001001', '10.1080/10570319309374463', '10.4324/9781410601872', '10.1016/j.infoandorg.2003.10.001', '10.1016/s0963-8687(02)00019-7', '10.1023/a:1008765029795', '10.1109/tpc.2004.828203', '10.1111/j.1468-2958.2008.00322.x', '10.1111/j.1468-2958.2002.tb00811.x', '10.1111/j.1468-2958.1997.tb00400.x', '10.1111/j.1468-2958.1986.tb00104.x', '10.1016/j.ijhcs.2007.04.005', '10.1016/j.ijhcs.2006.07.003', '10.1111/j.1083-6101.2006.tb00307.x', '10.1007/11755494_9', '10.1093/sf/63.4.967', '10.1111/j.1468-2958.1977.tb00523.x', '10.5465/amr.1998.926625', '10.1080/10417940701667696', '10.1177/089443939000800102', '10.1111/j.1468-2885.2004.tb00302.x', '10.5465/amr.1998.926622', '10.1002/ejsp.36', '10.1037/0021-9010.61.5.630', '10.1111/1540-4560.00267', '10.2307/25148802', '10.2307/30036538', '10.2307/30036541', '10.2307/25148857', '10.4018/irmj.2003040103', '10.1287/orsc.10.6.791', '10.1287/orsc.12.4.450.10640', '10.1089/109493101300117974', '10.1287/isre.10.2.150', '10.1080/10919399209540190', '10.1080/07421222.1997.11518176', '10.1080/07421222.1998.11518185', '10.1287/isre.1070.0113', '10.1287/isre.1040.0028', '10.1080/019722499128484', '10.1016/j.omega.2004.01.006', '10.1145/1101779.1101782', '10.1111/j.1460-2466.1987.tb01009.x', '10.1037/0022-3514.93.3.369', '10.1037/0022-3514.74.5.1238', '10.2307/256727', '10.1111/j.1460-2466.1992.tb00812.x', '10.1037/1040-3590.8.4.350', '10.1086/268992', '10.1145/968464.968467', '10.1108/09593841111182241', '10.1108/09593840410570276', '10.1037/0021-9010.84.3.445', '10.1037/0021-9010.85.6.1004', '10.1287/mnsc.32.5.554', '10.1287/mnsc.32.11.1492', '10.1145/219663.219678', '10.1162/pres.15.4.438', '10.1016/j.intcom.2006.07.010']"
0,,Inter-firm IT governance in power-imbalanced buyer-supplier dyads - exploring how it works and why it lasts,"['10.1108/09590550510608368', '10.2307/1252252', '10.1108/03090569610106635', '10.2307/1252040', '10.1111/j.1540-5915.2007.00173.x', '10.17705/1cais.01538', '10.1016/s0956-5221(01)00018-5', '10.5465/amr.1989.4308385', '10.1016/j.dss.2003.12.005', '10.2307/25148829', '10.2307/30036550', '10.2307/20650325', '10.2307/25148624', '10.1287/orsc.9.2.176', '10.1287/orsc.1070.0345', '10.2307/249521', '10.2307/249754', '10.2307/248656', '10.1016/j.jom.2004.09.002', '10.1287/isre.1080.0195', '10.1057/palgrave.jibs.8490161', '10.2189/asqu.2005.50.2.167', '10.1287/isre.8.1.69', '10.1093/cje/26.2.139', '10.1016/j.ejor.2003.08.016', '10.1287/mnsc.24.10.1064', '10.1002/smj.4250160504', '10.1002/smj.249', '10.1086/227496']"
0,,How user risk and requirements risk moderate the effects of formal and informal control on the process performance of IT projects,"['10.1287/mnsc.48.4.484.204', '10.2307/1252187', '10.2307/1251447', '10.1016/s0378-7206(96)01073-7', '10.1016/s0378-7206(00)00047-1', '10.1016/s0378-7206(98)00092-5', '10.1016/s0378-7206(99)00024-5', '10.1016/s0149-2063(99)80007-5', '10.1016/s0148-2963(02)00322-3', '10.1016/j.infsof.2005.04.003', '10.1016/j.im.2008.05.003', '10.1016/j.im.2003.12.007', '10.1177/0149206307312506', '10.1177/014920638701300109', '10.1109/17.913165', '10.1111/j.1540-5915.1996.tb01830.x', '10.1111/j.00117315.2004.02059.x', '10.1108/17410390510579936', '10.2307/3150970', '10.5465/amr.1989.4279078', '10.2307/3151312', '10.1057/palgrave/ejis/3000420', '10.1109/52.62930', '10.1109/52.589229', '10.1057/palgrave.ejis.3000462', '10.1080/01969720500425079', '10.2307/256442', '10.2753/mis0742-1222260301', '10.1007/bf02294694', '10.2307/25148814', '10.2307/20650313', '10.2307/20650325', '10.2307/20650323', '10.2307/30036541', '10.1086/376806', '10.1016/0959-8022(96)00018-5', '10.1287/orsc.7.1.1', '10.2307/249719', '10.2307/249336', '10.1287/isre.6.3.191', '10.1287/isre.9.2.101', '10.1287/isre.8.3.215', '10.1177/1059601106293959', '10.17705/1jais.00057', '10.1080/07421222.2001.11045666', '10.1080/07421222.2001.11045662', '10.1080/07421222.2003.11045774', '10.1080/07421222.1993.11518006', '10.1287/isre.1080.0169', '10.1287/isre.1040.0036', '10.1287/isre.14.3.291.16563', '10.1287/isre.14.2.189.16018', '10.2307/2391748', '10.2307/2392231', '10.1145/975817.975819', '10.1287/mnsc.33.11.1404', '10.1287/mnsc.31.2.134', '10.1145/506724.506730', '10.1016/j.jss.2006.06.018', '10.1016/j.jss.2006.04.030', '10.1016/s0164-1212(03)00014-1', '10.1037/0021-9010.86.1.114', '10.1287/mnsc.25.9.833', '10.1002/smj.673', '10.1016/s0164-1212(99)00128-4', '10.1287/mnsc.25.10.966', '10.1145/287831.287843', '10.1145/99977.99985', '10.1002/smj.623', '10.1287/mnsc.38.6.757', '10.1287/mnsc.1080.0902', '10.1287/mnsc.1060.0597']"
0,,Toward a richer diversity of genres in information systems research - new categorization and guidelines,"['10.2307/2393432', '10.1016/j.jbusres.2011.02.015', '10.1016/j.infoandorg.2010.11.001', '10.1016/j.jsis.2011.04.003', '10.5465/amr.1999.2553249', '10.1057/ejis.2011.58', '10.1057/ejis.2011.29', '10.1057/ejis.2011.16', '10.1057/ejis.2010.71', '10.1057/ejis.2010.55', '10.1057/ejis.2010.57', '10.1057/ejis.2010.56', '10.1057/ejis.2010.43', '10.1057/ejis.2010.41', '10.1057/ejis.2010.33', '10.1057/ejis.2010.34', '10.1057/ejis.2010.30', '10.1057/ejis.2010.25', '10.1057/ejis.2008.57', '10.1057/ejis.2008.44', '10.1057/ejis.2008.34', '10.5465/amr.1994.9410210748', '10.5465/amr.1999.2553248', '10.1108/13287261111118322', '10.1057/palgrave.ejis.3000485', '10.1057/palgrave.ejis.3000451', '10.1057/palgrave.ejis.3000375', '10.1080/02683960050153156', '10.2307/25148777', '10.2307/25148866', '10.2307/23043487', '10.2307/25750707', '10.2307/30036516', '10.2307/30036536', '10.2307/25148742', '10.2307/25148625', '10.2307/20721415', '10.2307/3250978', '10.1287/orsc.14.5.528.16760', '10.2307/249410', '10.4135/9781446212165.n26', '10.1287/isre.10.1.38', '10.4018/978-1-930708-06-8.ch004', '10.17705/1jais.00284', '10.17705/1jais.00202', '10.4135/9780857020048', '10.1080/0268396031000077440', '10.1002/bs.3830340203']"
0,,Longitudinal use of method rationale in method configuration - an exploratory study,"['10.1007/978-0-387-35080-6_1', '10.4018/jdm.2009070103', '10.4018/jdm.2005100101', '10.1016/0950-5849(95)01059-9', '10.1016/j.infsof.2006.05.007', '10.1016/j.infsof.2003.12.004', '10.1007/978-3-540-25975-6_15', '10.1007/bfb0054226', '10.1057/ejis.2009.20', '10.5465/amr.1989.4308385', '10.1057/palgrave.ejis.3000605', '10.1057/palgrave.ejis.3000596', '10.1145/1164394.1164416', '10.2307/248698', '10.2307/248684', '10.2307/249410', '10.1109/tse.2002.1158287', '10.17705/1jais.00055', '10.1007/978-3-642-58458-9_12', '10.1287/isre.14.3.221.16560', '10.1145/641205.641206', '10.1287/mnsc.17.11.661', '10.1145/504729.504731']"
0,,Does risk matter? Disengagement from risk management practices in information systems projects,"['10.1201/1078/43191.17.2.20000301/31229.8', '10.1037/h0061470', '10.2307/j.ctt7sf5p', '10.1108/03090569410049181', '10.1109/tem.2005.856572', '10.1504/ijtm.2008.015981', '10.1086/225469', '10.1177/875697280003100205', '10.1080/00207540310001631601', '10.1111/j.1467-9280.2008.02123.x', '10.5465/amr.1980.4288839', '10.1146/annurev.psych.50.1.361', '10.5465/amr.1999.2553248', '10.1109/ms.2001.936219', '10.1109/52.62930', '10.1109/52.526838', '10.1061/(asce)0733-9364(2006)132:10(1083)', '10.1057/palgrave.ejis.3000253', '10.1145/1610252.1610286', '10.1145/1167838.1167840', '10.1108/09685229910255160', '10.2307/30036529', '10.2307/25148728', '10.1287/orsc.13.5.567.7810', '10.2307/249523', '10.1111/j.1539-6924.1990.tb01030.x', '10.1109/32.29489', '10.2307/3556620', '10.1080/07421222.2001.11045662', '10.1080/07421222.1993.11518006', '10.1111/j.0272-4332.2004.00435.x', '10.1111/1539-6924.00350', '10.2307/2393300', '10.2307/2393372', '10.1016/0925-7535(96)00018-5', '10.1111/j.1467-6486.1988.tb00040.x', '10.1287/mnsc.33.11.1404', '10.1111/j.1467-6486.2006.00587.x', '10.1016/j.jss.2008.03.059', '10.1016/s0263-7863(96)00035-x', '10.1016/s0263-7863(96)00079-8', '10.1016/s0263-7863(99)00047-2', '10.1016/s0263-7863(96)00066-x', '10.1016/s0263-7863(99)00036-8', '10.4324/9780203474556', '10.1016/s0164-1212(00)00010-8', '10.1016/j.ijproman.2009.02.004', '10.1016/j.ijproman.2007.07.005', '10.1145/287831.287843', '10.1016/0010-0277(93)90034-s', '10.1016/j.ijproman.2004.05.001']"
0,,What's communication got to do with IT?,"['10.1057/ejis.2011.29', '10.1057/ejis.2010.43', '10.1038/469286a', '10.2307/41703458', '10.2307/20650276']"
0,,IS integration and knowledge sharing in multi-unit firms - the winner's curse,"['10.2307/257085', '10.4018/jdm.2006070101', '10.1287/mnsc.48.10.1301.273', '10.2307/41165942', '10.2307/1251953', '10.2307/1252249', '10.1016/s0378-7206(00)00074-4', '10.1111/j.1540-5915.2010.00287.x', '10.1016/s0048-7333(02)00004-5', '10.1177/014920638601200408', '10.1504/ijtm.2001.002959', '10.1016/s0963-8687(99)00022-0', '10.1016/s0963-8687(02)00023-9', '10.1111/j.00117315.2004.02338.x', '10.1177/001316447803800412', '10.2307/3150980', '10.5465/amr.2002.6587995', '10.1177/0092070300281011', '10.1057/ejis.2010.59', '10.1057/ejis.2008.22', '10.1093/icc/12.2.321', '10.1016/0167-2681(80)90002-5', '10.2307/2094477', '10.1080/07421222.2000.11518271', '10.2753/mis0742-1222220402', '10.2307/25148704', '10.2307/25148682', '10.2307/25148656', '10.2307/30036541', '10.2307/25148624', '10.2307/20650283', '10.2307/25148671', '10.2307/25148727', '10.2307/25148729', '10.1111/j.1745-493x.2003.tb00145.x', '10.1287/orsc.2.1.40', '10.1287/orsc.7.6.649', '10.1287/orsc.1040.0094', '10.1287/orsc.12.2.198.10116', '10.1287/orsc.11.6.611.12529', '10.2307/3250967', '10.1287/isre.1100.0280', '10.1287/isre.1090.0250', '10.1287/isre.9.4.415', '10.1287/isre.6.1.3', '10.1287/isre.6.2.85', '10.1016/0167-6245(94)90002-7', '10.1080/07421222.2002.11045700', '10.1080/07421222.2000.11045648', '10.1080/07421222.2000.11045630', '10.1287/orsc.13.4.442.2953', '10.1287/orsc.13.3.232.2771', '10.1287/orsc.13.2.179.536', '10.1287/isre.1070.0133', '10.1287/isre.1060.0094', '10.1287/isre.13.1.1.94', '10.1287/isre.14.2.189.16018', '10.1287/isre.13.2.147.90', '10.2307/2393553', '10.2307/2393738', '10.1006/obhd.2000.2893', '10.2501/jar-40-1-2-85-93', '10.1287/mnsc.40.1.96', '10.1016/0749-5978(85)90002-0', '10.1108/09534819610107330', '10.1002/smj.4250171110', '10.1002/smj.4250171105', '10.1002/smj.4250160403', '10.1002/smj.4250130504', '10.1002/smj.516', '10.1002/(sici)1097-0266(199902)20:2<129::aid-smj16>3.0.co;2-f', '10.1002/smj.379', '10.1002/smj.337', '10.1016/s0024-6301(99)00115-6']"
0,,Towards integrating acceptance and resistance research - evidence from a telecare case study,"['10.1287/mnsc.46.2.186.11926', '10.1177/1094428110378369', '10.4324/9781410609816', '10.1016/j.im.2006.10.007', '10.1016/j.im.2006.05.003', '10.1016/s0378-7206(99)00032-4', '10.1016/j.jsis.2005.04.001', '10.1111/j.1540-5915.1990.tb01250.x', '10.1016/j.technovation.2005.06.010', '10.1108/00251749810232628', '10.1080/19416521003654160', '10.5465/amr.1999.2553247', '10.1046/j.1365-2575.2000.00073.x', '10.1057/ejis.2010.39', '10.1057/ejis.2010.35', '10.1057/ejis.2009.40', '10.1057/ejis.1996.26', '10.1057/ejis.2008.2', '10.1057/palgrave.ejis.3000717', '10.1057/palgrave.ejis.3000660', '10.5465/amr.2011.55662498', '10.1086/209413', '10.1057/palgrave.ejis.3000438', '10.1177/017084069201300203', '10.1016/j.ijmedinf.2006.05.041', '10.2307/25148815', '10.2307/25148693', '10.2307/25750701', '10.2307/25148692', '10.2307/30036540', '10.2307/20650309', '10.2307/25148853', '10.2307/20650298', '10.2307/25148858', '10.2307/25148867', '10.2307/20650279', '10.2307/249384', '10.2307/249688', '10.1086/376806', '10.1111/j.1559-1816.1992.tb00945.x', '10.1287/orsc.5.1.98', '10.1287/orsc.1060.0225', '10.1287/orsc.1040.0103', '10.2307/249751', '10.2307/249008', '10.1007/bf02249609', '10.1287/isre.2.3.192', '10.1287/isre.6.4.303', '10.17705/1jais.00121', '10.17705/1jais.00059', '10.1080/07421222.1996.11518136', '10.1287/isre.1060.0096', '10.1287/isre.12.3.240.9709', '10.4337/9780857932891', '10.1007/bf00055564', '10.1037/0033-2909.125.1.3', '10.1037/h0040968', '10.1006/obhd.2001.2974', '10.1177/0021886399351003', '10.1177/109442810142004', '10.1037/h0046408', '10.2307/256337', '10.1080/014492996120085a', '10.1177/001872674700100103', '10.1002/hrm.3930330108', '10.1108/09593841111109413', '10.1007/978-3-642-69746-3_2', '10.1145/358141.358148']"
